text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,label
hlh,0,,2025-03-19T15:07:05.000Z,enj1naa,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6823857451223303169,7483537336324801287,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de41ece95bf62a1639b2806eeb8885ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=96a5b9a0&x-expires=1765332000&x-signature=8mqpCdTrDfM%2FJMPj%2FXz4fal%2FDgc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
baik sih baik tapi kesemua cewe anjir,481,,2025-03-04T20:24:07.000Z,ayusin__,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6841404455678968833,7478052642482144007,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cf07ddc3b052bd19e6877f42d7408dd5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=750fe0e0&x-expires=1765332000&x-signature=6gENvDsLf6YbNCJAYi3Gco0NyYk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
rill,0,,2025-11-19T00:01:11.000Z,zzzepzep99,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7556034970776011797,7574219662641939218,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/55f7ad6f3fc3bd183991c0bd0bfda564~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bd465386&x-expires=1765332000&x-signature=suPlkHXa%2FBCBWXRv20VpRuLyMPw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
RILL PLISS😫🥺,43,,2025-03-06T03:05:13.000Z,dwalyma,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6774305614753776641,7478527140482204436,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a7dce9376403a3f1578627d465b092cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e452cc9d&x-expires=1765332000&x-signature=xO1qc%2B5NdUU37hXHaAayMx5Gy%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
kaa 😔😔😔,0,,2025-04-05T14:33:54.000Z,rraaseken,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7160093940468892699,7489837219101475600,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f4afbf92dc746ac131dcde35262a6da~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f1298bce&x-expires=1765332000&x-signature=Cml%2FYdQ74gFxNc08%2B24Zbe40qkQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
iya jirrr😔,1,,2025-03-20T12:34:04.000Z,giesshaa_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7094096032535086107,7483868898350465797,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c9c87add9051e587930c6e348bc08a46~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c64537e&x-expires=1765332000&x-signature=ELlReKd8GMvtT0aV4sKcuy%2FbAAs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
omg @b,0,,2025-03-25T05:01:09.000Z,xia8709,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7212194878007542811,7485607641185977095,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9d664083868c1b36e5a84e2cdef27812~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b47b104&x-expires=1765332000&x-signature=NS7chH0gwZSb3JAUZOSNMT0ercI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
udh dibilang sm taruna aj,0,,2025-03-26T01:31:03.000Z,g3etout,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6946328862470259714,7485924564867285777,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/98439dc6b7a584df4766d2021eaa4857~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=05c94b2a&x-expires=1765332000&x-signature=PG8BAx6rXcwRcPstbw3hI%2Fw9FE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
siapa??,0,,2025-03-26T02:16:31.000Z,xia8709,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7212194878007542811,7485936317244637960,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9d664083868c1b36e5a84e2cdef27812~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b47b104&x-expires=1765332000&x-signature=NS7chH0gwZSb3JAUZOSNMT0ercI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
kok yg ku temuin red flag mulu😔,0,,2025-05-10T03:15:22.000Z,onyour1js,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7185060799424119810,7502650274776220433,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3a87fa6075280359215b337e99311e4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0519c6ea&x-expires=1765332000&x-signature=Lg48ffM8PAK%2FLVptzwTWBKioF4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
apaan anjir anak teknik tu galak + kaya preman😭,59,,2025-03-06T06:39:54.000Z,phylicath,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6992585853378135067,7478582500043719442,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f0d615b91481199bdebe0866fbfa880b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=17f432fd&x-expires=1765332000&x-signature=OiQ%2FqdVzM1mdHY%2F7yYNslWduqm0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
kiw ganteng,1,,2025-03-05T18:17:41.000Z,scrt_lys,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6868448991396037633,7478391212757680904,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c104e776bcfc3c67e97c8cc3bb20c41b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e579a8e8&x-expires=1765332000&x-signature=QFgY2uwZYrBGJtFUxY93aZAwjBE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
nyeh,0,,2025-03-06T07:41:32.000Z,ayamgeybojkenak,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7250869530981221382,7478598383486862088,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bf09684b1335863b63066028633f50bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09bd82c0&x-expires=1765332000&x-signature=DE5VMF%2Bnym5OMoNqshW0cpaADPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
pret,4,,2025-03-03T21:21:16.000Z,jnnaddd,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,69698338083,7477696271488467720,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1567f9f060475822eed333bf1ddb4417~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1f3a70ec&x-expires=1765332000&x-signature=9AO0oxmFmsa4VMAaqJ6QXZfG3n0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"pret cwenya dmna""😭",0,,2025-08-29T09:41:54.000Z,sstavrlna_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7031341636786881563,7543940433551131410,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b92b3087227c0649c6dc97d28511f38f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aabce82d&x-expires=1765332000&x-signature=483YFz6GiZfm2tyagOYOaKYgqH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
nyakitin,0,,2025-03-03T19:48:33.000Z,oliviaamchy,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7236502031586313222,7477672440119018248,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0f0718a6811c86ffdfd64b17b90db486~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9909f82a&x-expires=1765332000&x-signature=u8qiCEx2tukuKyGTduUukWVutEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
red flag soalnya anak informatika☺️🙏,2,,2025-03-05T13:16:46.000Z,cassie0p3ia,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6806920406386525185,7478313699258680084,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9a139010826f3f2ed7668080557169b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=883a5368&x-expires=1765332000&x-signature=mKo0LCWxZHvGYtW%2FDKWsoUfGNeg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
BUB 😭😭,0,,2025-03-05T15:25:53.000Z,haeruto,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6810776025133466625,7478346975178982162,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7508ed1cef438e188a3c00234c62157e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9f805ca1&x-expires=1765332000&x-signature=Km4h0yZWdhUmZL9hppXguhmMFNI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
@waa itu ga ada niatan bikin kah?,66,,2025-03-04T10:30:15.000Z,dokjaaa_supremacy,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6848188420654597121,7477899708158903048,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/aadb0c4054a500c3fd24f8842739b17e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d706f89a&x-expires=1765332000&x-signature=npBq%2BCT%2F9dPnsozZpFcgxbHh9Rc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
buka hp aja udh syukur,173,,2025-03-04T11:11:08.000Z,wawawashington_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7178470090554885121,7477910239334662919,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/83bb9bbed2e14a389b867980df06246a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0eb9c2d6&x-expires=1765332000&x-signature=rnQE2X2E7lwDiyCzW0orou5j12g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
@k ak suka anak teknik,14,,2025-03-05T12:08:58.000Z,r4isyaae,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6653196995375415298,7478296205141164808,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/45acb521490535d373e3e478ba27c8ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=182e8d72&x-expires=1765332000&x-signature=vpExtzszZjfKSc6VQy5v8v9n5BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
ak jg jd suka jir😔,4,,2025-03-05T21:46:05.000Z,fraank0ccean,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7005067906568979458,7478444871246988040,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/753b13b2064b219d26c5538a690fc117~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ae7a21b&x-expires=1765332000&x-signature=TLd7jAikycrvjH%2BiyvkuuWgCTM8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
seneng lu ya liat yang beginian,6,,2025-03-06T08:50:28.000Z,r.tachibana_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6821570952092337153,7478616172594938632,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33d1fb256ecaefe5dac377b698f10737~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cc8e8f2d&x-expires=1765332000&x-signature=2qScFB9ShgyqCdveCdPrsi9dd5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"🤣 lewat jir, gabut gw komenin. asliya lg demen aki aki umur 50thn",3,,2025-03-06T10:48:20.000Z,pipinaaut,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7229966097934730242,7478646537687466753,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e4087740f958c6c683b3b612f4518047~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=534ff743&x-expires=1765332000&x-signature=oxPVcj%2Frg754RV0UACoXEkqHiqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
wkwkwk,6,,2025-03-06T08:17:28.000Z,ashk1el_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6869756128411190274,7478607624587756309,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1829ee49525a6b9f2f66082072e19e68~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2671f46f&x-expires=1765332000&x-signature=yYpPYCaC7SLYaNwP6jQ%2B9d1V%2Fv8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
wkwk,0,,2025-03-31T07:37:32.000Z,r4fzzvv,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6613229708099403778,7487874469417173768,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c6b1519f013b427333e89cb01bc19ec5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0e5d0869&x-expires=1765332000&x-signature=E%2BMwsfXr1cnKXSoi1bH9w86bFb4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
iya jg 😝@whsthat @hierraa @aliesa,3,,2025-03-20T12:53:52.000Z,forheveryoung,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6881223207275463681,7483874025145090832,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9abc68b2d666dd6bd70433a0bc183bfd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6524771c&x-expires=1765332000&x-signature=ijLF6D0OHr6Tqbg2RHu2k0j1FoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
HAHAHA,3,,2025-03-08T09:47:15.000Z,lyysaa03,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7006227114417292289,7479372962777924359,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/11fba843f2665d29762bc8b322d08a7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b78601ee&x-expires=1765332000&x-signature=H6N2%2BDGJMwTMBjjVRGiz9H38IzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
😭@jeyaa @❤️❤️‍🔥᥊ᥡzzіᥱ_63❤️‍🔥💛,1,,2025-08-06T13:48:59.000Z,mnixxly,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7102755683540435969,7535469146818986773,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1c6be94852ad0f8150c47f6ba2671d41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dcb4660a&x-expires=1765332000&x-signature=5%2FukojLcn3CY5%2BztKxWLhcpfk1A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
wkwkwk,1,,2025-04-02T16:49:37.000Z,yangmuliacandra,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6567886889477570566,7488758860876317441,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/754fdfcae3192453721bbb97cc82d6da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48b078e1&x-expires=1765332000&x-signature=VvfOmwx05HUNWS%2BJt%2BUoDcSJ%2BeU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
@dwnta,0,,2025-03-23T14:39:22.000Z,kireinavy,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6991585982290215963,7485014517957788437,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2810d6142549eece279c83bee87806ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b4ff0ee&x-expires=1765332000&x-signature=ZEyMhvNH1EXMMhVsED78bOrfb%2FA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
rambutnya badai,1,,2025-03-23T15:40:47.000Z,dwntaaa08,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6865208806511838209,7485030330408616724,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5f47bdbf089321f65f5c5d1e4929c04b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e531fdc1&x-expires=1765332000&x-signature=h3EUMyXv1c33LAjqDaElto0gvPI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
AHAHAHA,1,,2025-03-04T21:49:08.000Z,iceonmateethh,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7442568209100588033,7478074480620782356,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cda77c8a27f89f8e7d9ff15eeb03a9f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac9422b1&x-expires=1765332000&x-signature=nq6CaxaSTFqRrZ9Cm6z2bDDiwbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
hai🤭,0,,2025-09-22T04:26:51.000Z,rorawrwr,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6962335506550572034,7552765287675118352,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eaf880aa619dfcbf17ac1247f4d61d33~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b58fcf7&x-expires=1765332000&x-signature=Ns068BS%2FCXIt7IUJ95ONpJXcYC8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
@safffkira mau mas mas teknik 😩,0,,2025-05-27T14:31:01.000Z,user67808623,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6587930929946558466,7509132942304756488,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f7e6b32d742fc9348127fe37f27cca7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15791dde&x-expires=1765332000&x-signature=aqq%2FBIwsMTBHC2fJZUrO0pOEu0s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
kata katain biar pada muncul,0,,2025-05-27T15:14:22.000Z,aykataraaa,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7121644636997207042,7509144097078035221,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cbf66083e3d6694024305e77969690de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a598249&x-expires=1765332000&x-signature=YUQa8oc2fRt5BK4Juzp50BvE388%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
WKWKWKWKWK,0,,2025-05-07T07:51:18.000Z,user001088880,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7116706035197117466,7501608148320895752,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9b4c3c1779eccac37c64347c9b96602a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b49d4906&x-expires=1765332000&x-signature=mow85dVgAEbL1xavynXJQwNYPWU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
@ellays 😭,0,,2025-04-23T16:39:48.000Z,aintnoostars,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6891646102531310594,7496549183227691784,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f54626b18f0364b4be15bbe11d142ed9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a12b5e0&x-expires=1765332000&x-signature=yclNJkMywK67rZWKK9xZEKn0Mec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
hoax,1,,2025-03-04T04:43:41.000Z,j4neetaa,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,81932354255,7477810373744919304,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e0d02e5ac9389bbb9858559d3e74c0f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69d8751c&x-expires=1765332000&x-signature=OGF1D4BKM0mcG4QtSdmUkZW%2Bx1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"percaya, sedikit🤏",22,,2025-03-04T01:57:46.000Z,dearlyraaaaaa,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6760841210774078465,7477767600950248199,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3445fb59bf33c99d73fc6f4852082298~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f3797d5&x-expires=1765332000&x-signature=DzP1JS40UY22taKlqW%2BzjhP14iE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
terciduk,1,,2025-03-22T22:06:06.000Z,ncyriri,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6835072717621494786,7484758481825596165,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9fefa4cdb6c29dd89343c72bafe8d246~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2244fd4c&x-expires=1765332000&x-signature=up%2BQsxbyzR80SWu%2Fm112qNAf1L8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
HEHEHE🫣,0,,2025-03-23T09:01:33.000Z,dearlyraaaaaa,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6760841210774078465,7484927456710083346,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3445fb59bf33c99d73fc6f4852082298~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f3797d5&x-expires=1765332000&x-signature=DzP1JS40UY22taKlqW%2BzjhP14iE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
tpe jrusan😔,1,,2025-03-06T06:46:18.000Z,iloveyoubutimletting_,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7208724497003824130,7478584163190096648,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3e4934167b90d54a412da2cfc5b789d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b599a31f&x-expires=1765332000&x-signature=Ja%2B7bW3X0OnJdTtu9BeBKIsp%2FZw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
syilitt,1,,2025-03-06T15:00:24.000Z,ra_lycome,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7222275825244472327,7478711471176008456,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ceb28b0d32636f3c4ed426aefd6672eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1165fac0&x-expires=1765332000&x-signature=3Qshecxrl5Fsq%2FqITW8JjqtVOC4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
request aja mas,0,,2025-03-04T05:27:34.000Z,azraahow,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6700843891303662594,7477821687485907728,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1fa1ddb62bb50024542b302bff2d3112~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abc636e6&x-expires=1765332000&x-signature=RjhzzdwTWML6YrtSBp65mZla9Ow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
Mau tag in cewe nya ahh,1,,2025-03-05T12:44:36.000Z,ch3zyf4v,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6525669188181262337,7478305390326498064,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9b6dc7dc83c33a27457b8bc30e2a8331~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36690c06&x-expires=1765332000&x-signature=wjzQmBOONLCw%2Fz6S1zUJrsfoh5k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
azra mama mu nonton azra,1,,2025-03-20T11:00:47.000Z,m1svj,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6914622955502978049,7483844931170288391,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0ba8785463d7afc81c0d100fbe70a16c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64101c59&x-expires=1765332000&x-signature=od2RaeTfEEnFvuDZ1lJ48XTVbdg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
sutt ach,0,,2025-03-20T13:46:44.000Z,azraahow,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6700843891303662594,7483887654502433553,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1fa1ddb62bb50024542b302bff2d3112~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abc636e6&x-expires=1765332000&x-signature=RjhzzdwTWML6YrtSBp65mZla9Ow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
😭😭😭,1,,2025-08-06T09:12:03.000Z,e.vitaa21,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7388152587826054145,7535397773950092050,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bff8db22dd4b0c0ac4d3ddaf58d0788b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6894058d&x-expires=1765332000&x-signature=EBXcBVC%2FUO9SqJxIle4Dfqyp53E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
Astagfirullah Mei 😭😭😭,0,,2025-03-04T08:34:21.000Z,blueberrybless,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7198758785607123969,7477869811906495239,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/04b0c1cf7c04f9f96a07841ccf628796~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0e2ff8dc&x-expires=1765332000&x-signature=O%2BfBwkIrPLrcAq6NYNb8fCIHTmw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
